ILCE,KAPINO,ENLEM,ACIKLAMA,ILCEID,MAHALLE,MAHALLEID,ADI,BOYLAM,YOL,dist_m,risk_band
TİRE,,38.086521962408,3527-050-01,997,İSTİKLAL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.749488983453,SEDİR PARKI - KANLIKAVAK SOKAK,2152.3743983751824,Düşük
TİRE,,38.095136087665,3527-048-01,997,İHSANİYE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.74508155639,TOPTANCI HALİ BAHÇESİ - FATİH SULTAN MEHMET BULVARI,1148.416330504278,Düşük
TİRE,,38.088736514924,3527-046-01,997,İBNİ MELEK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.722148547032,LALE PARKI - ŞHT. YZB. GÜLTEKİN BAŞARGAN CAD.,1886.228881376193,Düşük
KİRAZ,,38.162869594245,3519-055-01,994,YENİŞEHİR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.238206897937,İLKOKUL BAHÇESİ - YENİŞEHİR SOKAK,1144.5986842087168,Düşük
KİRAZ,,38.195372432193,3519-048-01,994,UMURCALI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.247119810712,İLKOKUL BAHÇESİ - UMURCALI SOKAK,465.9070206093558,Yüksek
KİRAZ,,38.209032451397,3519-039-01,994,SARIKAYA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.353196291319,İLKOKUL BAHÇESİ - SARIKAYA SOKAK,1342.5850305543736,Düşük
KİRAZ,,38.214085476962,3519-030-01,994,KİBAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.413988002181,İLKOKUL BAHÇESİ - KİBAR SOKAK,1948.9100238448934,Düşük
TORBALI,,38.147212864452,3528-057-01,9,YEMİŞLİK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.369598230519,6012 SOKAK,335.7352458303133,Yüksek
KARABAĞLAR,,38.380993392042,3531-011-01,19,BARIŞ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.123579079519,HASAN ALİ YÜCEL PARKI - 4549 SOKAK,3901.0022941074817,Düşük
TORBALI,,38.10893733536,3528-001-01,9,19 MAYIS,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.429648758684,OSMAN DİRİK PARKI - İZMİR ÖDEMİŞ YOLU VE 8500 SOKAK KESİŞİMİ,496.66302375417825,Yüksek
URLA,,38.381415364662,3529-023-01,18,ÖZBEK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.680257985119,6076 SOKAK,8453.828452106347,Güvenli
URLA,,38.298984298217,3529-021-01,18,NOHUTALAN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.525836927425,KAVUN,2704.7052141915146,Düşük
URLA,,38.300071554855,3529-018-01,18,KUŞÇULAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.751069065998,KUŞÇULAR CAD.,2327.966238008434,Düşük
URLA,,38.363116461656,3529-015-01,18,İSKELE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.766863942022,2110,1626.3564915887673,Düşük
URLA,,38.322357103101,3529-005-01,18,BARBAROS,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.57819691704,BARBAROS CAD.,5875.643400164287,Güvenli
URLA,,38.426711091287,3529-004-01,18,BALIKLIOVA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.577778336861,13000,5168.053754477187,Güvenli
TORBALI,,38.085313220152,3528-046-01,9,SAĞLIK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.399998176519,6350,1052.6482739409107,Düşük
KİRAZ,,38.224568372412,3519-003-01,994,ALTINOLUK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.35510526039,İLKOKUL BAHÇESİ - ALTINOLUK SOKAK,2745.901509150829,Düşük
KARABAĞLAR,,38.380713409768,3531-006-01,19,AŞIK VEYSEL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.13931300189,5848 SOKAK,3111.2723326238383,Düşük
KARABAĞLAR,,38.39999427527,3531-005-01,19,ARAP HASAN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.106451133046,ENGELLİLER PARKI - 259 SOKAK,5527.06582024839,Güvenli
ÖDEMİŞ,,38.234772944159,3524-099-01,998,ZAFER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.990145747861,ŞEHİT ŞÜKRÜ UZUN SOKAK,606.2653904443861,Orta
ÖDEMİŞ,,38.219706000399,3524-098-01,998,YUSUFDERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.828870940596,OKUL BAHÇESİ - YUSUFDERE MAH. KÜMEEVLER,1155.733935003869,Düşük
ÖDEMİŞ,,38.295473740274,3524-096-01,998,YILANLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.124019889382,MAH. MEYDANI - YILANLI MAH. KÜMEEVLER,1726.5401592536243,Düşük
ÖDEMİŞ,,38.248572567855,3524-090-01,998,ÜÇKONAK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.086808431079,OKUL BAHÇESİ - ÜÇKONAK SOKAK,2010.5459869557517,Düşük
ÖDEMİŞ,,38.218994882105,3524-089-01,998,ÜÇ EYLÜL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.959761303373,BAĞLAR CAD. VE KANTARCI SOKAK ARASI,194.3585307184988,Çok Yüksek
ÖDEMİŞ,,38.338277370539,3524-083-01,998,TEKKE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.063509815296,OKUL BAHÇESİ - TEKKE MAH. KÜMEEVLER,1136.0807821948054,Düşük
SELÇUK,,37.991913597635,3526-014-01,10,ZEYTİNKÖY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.283398917089,ZEYTİNKÖY MAHALLESİ 132 PARSEL,3020.935397178162,Düşük
SELÇUK,,37.915114085603,3526-002-01,10,ACARLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.362898635743,OKUL SOKAK NO:2,6591.597503777697,Güvenli
MENEMEN,,38.701542822318,3522-013-01,17,BOZALAN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.195862178234,BOZALAN MAH. 122 ADA 5 PARSEL,6208.969031083942,Güvenli
MENEMEN,,38.582000201501,3522-004-01,17,85.YIL CUMHURİYET,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.978055458621,SEYREK MAH. 187 ADA ALT KISMI,3971.8392431444477,Düşük
KİRAZ,,38.111527010962,3519-001-01,994,AHMETLER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.412877145111,İLKOKUL BAHÇESİ - AHMETLER SOKAK,1266.8824556949685,Düşük
DİKİLİ,,39.024274830803,3511-010-01,995,ESENTEPE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.910123145994,ESENTEPE 4,3301.4323492934927,Düşük
DİKİLİ,,39.185011792303,3511-006-01,995,ÇUKURALANI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.939346163719,ÇUKURALAN MAH. MEYDANI - ATATÜRK CAD.,8970.979899343864,Güvenli
DİKİLİ,,39.027054973393,3511-001-01,995,BADEMLİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.821698198941,BADEMLİ MAH. OKULUNUN YANINDAKİ ÇAMLIK - 11 SOKAK,8613.489343804016,Güvenli
URLA,,38.326002731382,3529-030-01,18,YAKA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.75817186331,İLKOKUL BAHÇESİ - ALLI TURNA SOKAK,1985.6623164148436,Düşük
URLA,,38.323478598174,3529-027-01,18,TORASAN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.709330994761,566 SOKAK,5508.56584319978,Güvenli
URLA,,38.36328750251,3529-026-01,18,ŞİRİNKENT,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.842811474324,4238 SOKAK VE 4249 SOKAK KESİŞİMİ,4740.000711443122,Düşük
ÖDEMİŞ,,38.063367013588,3524-065-01,998,KÜRE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.979217150064,OKUL BAHÇESİ - KÜRE MAH. KÜMEEVLER,6555.18492713521,Güvenli
ÖDEMİŞ,,38.24718097066,3524-061-01,998,KUTLUBEYLER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.098069739112,MAH. MEYDANI - KUTLUBEYLER MAH. KÜMEEVLER,2548.9503518792753,Düşük
ÖDEMİŞ,,38.204600945301,3524-058-01,998,KÖFÜNDERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.158188415903,ESKİ OKUL BAHÇESİ - KÖFÜNDERE MAH. KÜMEEVLER,4233.152585349579,Düşük
ÖDEMİŞ,,38.285357240609,3524-052-01,998,KEMER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.094454356154,ESKİ OKUL BAHÇESİ - KEMER MAH. KÜMEEVLER,2383.2976297297723,Düşük
ÖDEMİŞ,,38.163058097857,3524-049-01,998,KAYMAKÇI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.113486486758,SPOR SAHASI - MANOLYA SOK.,522.4417660052014,Orta
ÖDEMİŞ,,38.204443772398,3524-048-01,998,KAYAKÖY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.820448706931,23 NİSAN,1057.7561885684902,Düşük
ÖDEMİŞ,,38.271030115758,3524-038-01,998,GÜNLÜCE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.954411938643,OKUL BAHÇESİ - OKUL SOKAK,858.2957175395065,Orta
ÖDEMİŞ,,38.173820028652,3524-033-01,998,ERTUĞRUL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.056761904805,OKUL BAHÇESİ - CAMİÖNÜ SOKAK,1427.0536469674007,Düşük
TİRE,,38.122347762761,3527-039-01,997,GÖKÇEN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.868384592478,GAZİ ATATÜRK CAD.,890.3694663695511,Orta
KARABAĞLAR,,38.384879373427,3531-050-01,19,UĞUR MUMCU,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.125039065805,SENİHA MAYDA ORTAOKULU,4150.4173007078,Düşük
URLA,,38.31846381951,3529-025-01,18,SIRA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.760109504002,MANOLYA SOKAK VE MERİDYEN SOKAK KESİŞİMİ,2269.5735742463685,Düşük
URLA,,38.297446975283,3529-022-01,18,OVACIK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.80597192528,OVACIK CAD.,4459.325756011154,Düşük
URLA,,38.365429823814,3529-019-01,18,M.FEVZİ ÇAKMAK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.837865361871,4108 SOKAK,4416.614781894164,Düşük
URLA,,38.353126066952,3529-017-01,18,KALABAK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.80638078902,3302 SOKAK,1367.741624614156,Düşük
URLA,,38.309007764875,3529-014-01,18,İÇMELER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.68225892649,NURİ ÖZBEK CAD. VE 1056/1 SOKAK KESİŞİMİ,6027.593667491478,Güvenli
URLA,,38.401866033629,3529-012-01,18,GÜVENDİK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.739122269925,MAVİ PLAJ CAD.,6422.98577180542,Güvenli
URLA,,38.386788620039,3529-010-01,18,DENİZLİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.748830666597,85 SOKAK,4554.41123275501,Düşük
URLA,,38.228643038192,3529-009-01,18,DEMİRCİLİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.686869490536,10001,7405.296766672775,Güvenli
ÖDEMİŞ,,38.016164490197,3524-028-01,998,DEMİRDERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.002064278526,DEMİRDERE,11575.568053422852,Güvenli
ÖDEMİŞ,,38.15333736976,3524-025-01,998,ÇAYLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.144272162104,ULUS MEYDANI,686.0993804646014,Orta
ÖDEMİŞ,,38.231753053354,3524-018-01,998,BÜYÜKAVULCUK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.033311791405,OKUL BAHÇESİ- BÜYÜKAVULCUK MAH. KÜMEEVLER,84.64778658951695,Çok Yüksek
ÖDEMİŞ,,38.246336921542,3524-011-01,998,BEYAZITLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.038668262034,BEYAZITLAR MAH. KÜMEEVLER - ÖDEMİŞ YOLU,794.3976492420323,Orta
ÖDEMİŞ,,38.139643742573,3524-007-01,998,BALABANLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.954775162304,OKUL BAHÇESİ - ATATÜRK CAD.,281.44038661260146,Yüksek
ÖDEMİŞ,,38.231164389203,3524-005-01,998,ATATÜRK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.977767472566,ULUS MEYDANI - TEĞMEN KALMAZ CAD.,1013.6398828433698,Düşük
ÖDEMİŞ,,38.345597302586,3524-004-01,998,ARTICAK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.002135282865,OKUL BAHÇESİ - ARTICAK MAH. KÜMEEVLER,2645.6783538670393,Düşük
ÖDEMİŞ,,38.235165392952,3524-003-01,998,ANAFARTALAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.977896041115,SAĞLIK CAD.,598.563550827725,Orta
KARABURUN,,38.633120566802,3515-006-01,1000,SAİP,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.522007276551,İSKELE MAH. MEYDANI - 2306 SOKAK - BODRUM CAD. VE 2302 SOKAK KESİŞİMİ,18513.431493503747,Güvenli
ÖDEMİŞ,,38.189243503593,3524-088-01,998,UZUNDERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.12834866119,OKUL BAHÇESİ - UZUNDERE MAH. KÜMEEVLER,2364.680917131617,Düşük
ÖDEMİŞ,,38.22822458271,3524-017-01,998,BÜLBÜLLER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.836530727945,OKUL BAHÇESİ - BÜLBÜLLER MAH. KÜMEEVLER,1397.8325228526896,Düşük
ÖDEMİŞ,,38.083879085992,3524-076-01,998,PİRİNÇÇİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.079317717808,OKUL BAHÇESİ - PİRİNÇÇİ MAH. KÜMEEVLER,4174.593264604366,Düşük
ÖDEMİŞ,,38.209506176006,3524-097-01,998,YOLÜSTÜ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.024133483511,OKUL BAHÇESİ - YOLÜSTÜ SOKAK,836.806744664531,Orta
KINIK,,38.96615918609,3518-021-01,996,KARADERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.45111858391,KARADERE MAH. MEYDANI - CAMİ ÖNÜ KÜMEEVLER,9064.1945857642,Güvenli
ÖDEMİŞ,,38.281303142541,3524-081-01,998,SÜLEYMANLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.855483347924,OKUL BAHÇESİ - SÜLEYMANLAR MAH. KÜMEEVLER,2320.1432696739316,Düşük
KARABAĞLAR,,38.359794465383,3531-014-01,19,CENNETÇEŞME,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.088823289175,RAKIM ERKUTLU İLKOKULU VE ORTAOKULU,923.6004150257315,Orta
KARABAĞLAR,,38.368691466817,3531-007-01,19,AYDIN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.134287046927,4277 SOKAK İLE 4272 SOKAK ARASI YEŞİL ALAN,2272.7003989047,Düşük
MENDERES,,38.103000878692,3521-010-01,13,ÇAMÖNÜ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.155831382644,İZMİR,2984.5531830024684,Düşük
URLA,,38.352950734564,3529-002-01,18,ATATÜRK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.780072766167,2172,943.4993104208168,Orta
URLA,,38.324424031147,3529-001-01,18,ALTINTAŞ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.757326291862,DÜNDAR SOKAK,2118.6579478937597,Düşük
KONAK,,38.419515130898,3520-113-01,21,ZEYTİNLİK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.163199357668,TÜLAY AKTAŞ PARKI (ZEYTİNLİK PARKI) - 1163 SOKAK,3962.170056127827,Düşük
KONAK,,38.418196804561,3520-104-01,21,YENİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.138724823221,AGORA PARKI - TARIK SARI SOKAK,6093.552376102668,Güvenli
KONAK,,38.410834860707,3520-087-01,21,SAYGI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.176146106814,İZMİR 9 EYLÜL ROTARY KULÜBÜ PARKI - TOROS CAD.,3044.286977934976,Düşük
KONAK,,38.403990407913,3520-085-01,21,PİRİ REİS,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.11415281752,ABDİ İPEKÇİ PARKI - 285/2 SOKAK,6143.264844768064,Güvenli
KONAK,,38.422235204952,3520-083-01,21,OĞUZLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.148633884763,GAZİLER CAD.,5230.984149770189,Güvenli
KONAK,,38.402551677593,3520-079-01,21,MURAT REİS,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.110762254093,246,5900.378825718109,Güvenli
ÖDEMİŞ,,38.228358088246,3524-001-01,998,AKINCILAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.973516951479,ÜÇ EYLÜL TEYYARE PARKI - HÜRRİYET CAD. VE MİTHATPAŞA CAD. ARASI,1130.6468474587964,Düşük
KARABURUN,,38.636269402982,3515-009-01,1000,MERKEZ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.509756679144,CUMHURİYET MEYDANI,19255.158216610875,Güvenli
KONAK,,38.40744737892,3520-077-01,21,MİTHATPAŞA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.107391365253,MİTHATPAŞA,5812.204248214738,Güvenli
KONAK,,38.429848124336,3520-066-01,21,KÜLTÜR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.141034250395,ATATÜRK LİSESİ BAHÇESİ,5296.557563719819,Güvenli
KONAK,,38.427249372853,3520-107-01,21,YENİŞEHİR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.158022211976,İŞÇİLER,4456.385967760341,Düşük
KONAK,,38.416307599806,3520-078-01,21,MURAT,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.181119200438,MUSTAFA RAHMİ BALABAN İLK VE ORTAOKULU,2449.918447152757,Düşük
KONAK,,38.427707338869,3520-075-01,21,MİMAR SİNAN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.141749721744,KÜLTÜRPARK (FUAR) - 9 EYLÜL MEYDANI,5501.187697571466,Güvenli
KONAK,,38.397418424491,3520-071-01,21,MEHMET ALİ AKMAN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.073737445258,4/6,3036.8440409261643,Düşük
KONAK,,38.429797169278,3520-055-01,21,KAHRAMANLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.15218085522,NEVZAT GÜZELIRMAK PARKI - NEVZAT GÜZELIRMAK SOKAK,5005.621755827829,Güvenli
KONAK,,38.408535302076,3520-026-01,21,ÇINARTEPE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.186002508296,AYDIN ERTEN REKREASYON ALANI - 2630 SOKAK,2403.9708912267065,Düşük
KONAK,,38.420807243247,3520-022-01,21,CENGİZ TOPEL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.179081736092,REKREASYON ALANI - 1186/7 SOKAK,2572.474000693154,Düşük
KONAK,,38.419757240182,3520-020-01,21,BOĞAZİÇİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.170865315369,GÖKSEL YAMAN PARKI - BOĞAZİÇİ CAD.,3292.4323428337457,Düşük
KONAK,,38.416176254159,3520-014-01,21,ANADOLU,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.17409882346,ATATÜRK MEYDANI - YENİ PLEVNE CAD.,3054.1944645982685,Düşük
KARABURUN,,38.564344334602,3515-008-01,1000,KÜÇÜKBAHÇE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.373749105529,DENİZGİREN KÜMEEVLER,21656.01235469187,Güvenli
KARABURUN,,38.54764190738,3515-007-01,1000,KÖSEDERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.552889629676,KÖSEDERE KÜMEEVLER,8772.940886729584,Güvenli
KARABURUN,,38.550087367661,3515-005-01,1000,İNECİK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.565322551111,İNECİK KÜMEEVLER,8557.67310683582,Güvenli
TİRE,,38.111477632264,3527-037-01,997,ESKİOBA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.617310141571,ESKİOBA MAH. MEYDANI - KAVAK SOKAK,494.1659503301566,Yüksek
TİRE,,38.020630189577,3527-006-01,997,AKYURT,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.600936521936,AKYURT MAH. MEYDANI - AKYURT CUMHURİYET SOKAK,10337.0784480706,Güvenli
