ILCE,KAPINO,ENLEM,ACIKLAMA,ILCEID,MAHALLE,MAHALLEID,ADI,BOYLAM,YOL,dist_m,risk_band
BEYDAĞ,,38.118232049085,3506-011-01,993,EĞRİDERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.286877754873,ÇAMCILAR SOKAK,4081.6372877688023,Düşük
MENDERES,,38.263150019427,3521-022-01,13,GÖLCÜKLER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.137140210219,161,2263.8978951331155,Düşük
MENDERES,,38.202943366289,3521-019-01,13,DEVELİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.167898155795,9126,1309.136573194133,Düşük
DİKİLİ,,39.104758036422,3511-030-01,995,YENİCE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.01102040224,YENİCE MAH. MEYDANI - YENİCE İSTİKLAL CAD.,4022.8546810274443,Düşük
TİRE,,38.084463331112,3527-079-01,997,TURAN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.721413800218,VAKIF EVLERİ PARK ALANI - SELÇUK CAD.,2246.708497501551,Düşük
TİRE,,38.014234886911,3527-077-01,997,TOPALAK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.700163769635,TOPALAK MAH. MEYDANI - TOPALAK ATATÜRK SOKAK,8191.019252277977,Güvenli
TİRE,,38.125390329565,3527-076-01,997,TOKİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.729837453104,TOKİ TOPLU KONUT ALANI CAD.,1047.3205212736896,Düşük
TİRE,,38.085609874,3527-074-01,997,SARUHANLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.882850287168,SARUHANLI MAH. MEYDANI - SARUHANLI MERKEZ KÜMEEVLERİ,1778.8107386567813,Düşük
BORNOVA,,38.443527182848,3507-044-01,2,YUNUS EMRE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.233341428105,7523 SOKAK VE 7524 SOKAK KESİŞİMİ,3227.3474899135804,Düşük
BORNOVA,,38.511904922393,3507-040-01,2,YAKAKÖY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.322662870157,YAKA MAH. MEYDANI,920.4912176065293,Orta
BORNOVA,,38.440235219619,3507-039-01,2,ÜMİT,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.25324033409,7408/2 SOKAK,4354.623454614682,Düşük
BORNOVA,,38.427390123084,3507-038-01,2,TUNA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.183325996345,SANAT CAD.,2296.4887690303617,Düşük
BORNOVA,,38.423316248287,3507-037-01,2,SERİNTEPE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.195798648839,KANDERE PARKI - 4310 SOKAK VE 4323 SOKAK KESİŞİMİ,1131.0893150424429,Düşük
BORNOVA,,38.419998725484,3507-031-01,2,MERİÇ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.18455438394,BEHÇET UZ REKREASYON ALANI - 5746 SOKAK VE 5748 SOKAK KESİŞİMİ,2097.476302522024,Düşük
KARABAĞLAR,,38.318825711246,3531-049-01,19,TIRAZLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.061962617722,KUTLU AKTAŞ,4367.959546010006,Düşük
GAZİEMİR,,38.318317717023,3513-015-01,15,YEŞİL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.123432186174,YEŞİL MAHALLESİ TOPLUM SAĞLIĞI MERKEZİ 43/2 SOKAK,3221.1668168267324,Düşük
GAZİEMİR,,38.301669864059,3513-011-01,15,HÜRRİYET,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.180805927056,HÜRRİYET MAH.ÇAMLIK CADDESİ,988.9320846073568,Orta
BERGAMA,,39.269565838511,3505-035-01,999,ÇELTİKÇİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.30997070714,ÇELTİKÇİ SOKAK,614.8853810710843,Orta
TİRE,,38.067825130249,3527-070-01,997,OSMANCIK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.890368593839,OSMANCIK MAH. MEYDANI - DEĞİRMENALTI SOKAK,3672.915764609298,Düşük
BERGAMA,,39.168549249671,3505-073-01,999,KALEARDI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.192300944521,KALEARDI SOKAK,6417.409332438824,Güvenli
DİKİLİ,,39.007569117562,3511-016-01,995,KATIRALANI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.878093412491,CAMİ YANI - KATIRALANI ATATÜRK CAD.,6224.076927508289,Güvenli
BEYDAĞ,,38.063218973515,3506-010-01,993,ÇOMAKLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.249986481092,ÇOMAKLAR SOKAK,6143.82747603234,Güvenli
TİRE,,38.09406442916,3527-073-01,997,SARILAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.904915505215,CAMİ BAHÇESİ VE SARILAR MAH. MEYDANI - BAĞ MEVKİİ KÜMEEVLERİ,1572.0039697869104,Düşük
BEYDAĞ,,38.079009553961,3506-003-01,993,ALAKEÇİLİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.189297815115,ALAKEÇİLİ MAH. MEYDANI - BAŞAK SOKAK,921.8821321703363,Orta
BUCA,,38.398570332258,3508-034-01,8,LALELİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.153613900781,LALELİ MAH. MUHTARLIK BİNASI ÖNÜ VE PARK - ONAT CAD. VE 411/1 SOKAK KESİŞİMİ,4824.947105491996,Düşük
TİRE,,38.009956118834,3527-067-01,997,MEHMETLER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.501849528954,MEHMETLER MAH. MEYDANI - İSMET PAŞA SOKAK,5361.6227466518585,Güvenli
TİRE,,38.085687216608,3527-019-01,997,CUMHURİYET,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.731149105995,ALAY PARKI - İBNİ MELEK CAD.,1979.0898143339093,Düşük
TİRE,,38.068992662385,3527-018-01,997,CAMBAZLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.767779347659,BOZUKBAHÇE SOKAK,4161.718091324372,Düşük
TİRE,,38.087190580965,3527-014-01,997,BOYNUYOĞUN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.78333624261,BOYNUYOĞUN MAH. MEYDANI - 1. CUMHURİYET SOKAK,1825.5472805208615,Düşük
TİRE,,38.087026654031,3527-011-01,997,AYAKLIKIRI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.536173573577,AYAKLIKIRI MAH. MEYDANI - AYAKLIKIRI CUMHURİYET SOKAK,3629.7424132724127,Düşük
KINIK,,39.085980128357,3518-024-01,996,KOCAÖMER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.424193418838,İLKOKUL BAHÇESİ - MEDENİYET KÜMEEVLER,2346.982215052797,Düşük
KINIK,,39.109342074779,3518-004-01,996,AZİZİYE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.485004087841,İLKOKUL BAHÇESİ - DEDELİ SOKAK,3419.1318251376606,Düşük
BORNOVA,,38.449434613852,3507-025-01,2,KAZIMDİRİK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.212691110347,FORUM BORNOVA - 372 SOKAK,3115.9669981432685,Düşük
BORNOVA,,38.424695266884,3507-019-01,2,IŞIKLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.230871231813,IŞIKKENT MERKEZ MEYDANI - ALP CAD. VE 6028 SOKAK KESİŞİMİ,1897.4832888540604,Düşük
BORNOVA,,38.433244197342,3507-016-01,2,GAZİ OSMAN PAŞA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.196601627711,5460 SOKAK,1668.0925108249446,Düşük
TORBALI,,38.149812842215,3528-051-01,9,TEPEKÖY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.361598266154,ATAÜRK MEYDANI,849.9158857022986,Orta
TORBALI,,38.131812952629,3528-038-01,9,MUSTAFA KEMAL ATATÜRK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.376898218102,MUSTAFA KEMAL ATATÜRK MAH. 4. CADDE,427.30247955757443,Yüksek
BERGAMA,,39.098911796098,3505-047-01,999,FATİH,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.165895640095,AHİ SOKAK-POYRAZ SOKAK VE DÜBEK CAD. KESİŞİMİ,1278.5822149654362,Düşük
KONAK,,38.402287259865,3520-040-01,21,GÜNEŞLİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.127012387555,JANDARMA ARKASI PARK - 520/2 SOKAK,5735.058721825139,Güvenli
KONAK,,38.400821815788,3520-038-01,21,GÖZTEPE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.093827546018,SUSUZDEDE PARKI - 103 SOKAK,4666.79681302259,Düşük
KONAK,,38.413983378471,3520-036-01,21,FERAHLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.161420100065,REMZİ SELVİ PARKI - 1162 SOKAK,4186.786245628683,Düşük
KONAK,,38.40469774205,3520-024-01,21,ÇANKAYA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.101056741039,DR. BEHÇET UZ PARKI - 131 SOKAK,5261.329827690658,Güvenli
KONAK,,38.406012467196,3520-013-01,21,KILIÇ REİS,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.120989532633,ÜÇYOL MEYDANI - İNÖNÜ CAD.,6334.544791866507,Güvenli
KONAK,,38.407604563785,3520-001-01,21,19 MAYIS,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.14310676153,700,5901.281889891609,Güvenli
KINIK,,39.095803308682,3518-002-01,996,ARPASEKİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.491239017177,CEMEVİ ÇEVRESİ - FUNDA KÜMEEVLER,4167.0676298615745,Düşük
KINIK,,38.998733682655,3518-001-01,996,ARPADERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.462015521988,İLKOKUL BAHÇESİ - ARKADAŞ KÜMEEVLER,6022.280411463561,Güvenli
ÇİĞLİ,,38.52467056783,3510-025-01,16,UĞUR MUMCU,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.045588222962,8790/5,1946.6648101984806,Düşük
NARLIDERE,,38.399518477445,3523-002-01,5,ALTIEVLER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.988132700174,NAR,3892.893213572155,Düşük
KARABAĞLAR,,38.372640801075,3531-056-01,19,YUNUS EMRE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.133607612902,ORG. ZEKİ DOĞAN PARKI - 4184/1 SOKAK,2625.9620598667807,Düşük
TİRE,,38.092414086282,3527-045-01,997,IŞIKLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.798486141049,HÜSEYİN EFE,421.25092518042885,Yüksek
TİRE,,38.050974067851,3527-003-01,997,AKÇAŞEHİR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.63133448927,AKÇAŞEHİR MAH. MEYDANI - AKÇAŞEHİR CAMİ SOKAK,6812.884264856242,Güvenli
TİRE,,38.027197178652,3527-009-01,997,ARMUTLU,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.694609818001,ARMUTLU MAH. MEYDANI - ARMUTLU KÜMEEVLERİ,6735.447070020567,Güvenli
TİRE,,38.097258167698,3527-038-01,997,FATİH,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.722128681644,FATİH SULTAN MEHMET PARKI - İSTASYON CAD.,1278.263282752552,Düşük
TİRE,,38.033470404774,3527-082-01,997,YAMANDERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.81770971943,NİYAZİ BOZKURT SOKAK,6940.087442760505,Güvenli
TİRE,,38.066035826628,3527-042-01,997,HİSARLIK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.702982170136,HİSARLIK MAH. MEYDANI - ÇUKURKÖY YOL ALTI KÜMEEVLERİ,2548.667870578444,Düşük
TİRE,,38.001953033595,3527-034-01,997,DÜNDARLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.778193798495,DÜNDARLI MAH. MEYDANI - PINAR SOKAK,10561.631184770196,Güvenli
ÖDEMİŞ,,38.200373342356,3524-035-01,998,GERELİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.047507402532,OKUL BAHÇESİ - GERELİ SOKAK,394.57557976205374,Yüksek
ÖDEMİŞ,,38.089365743414,3524-022-01,998,ÇAMLICA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.955555704277,OKUL BAHÇESİ - ÇAMLICA MAH. KÜMEEVLER,4641.1919322822305,Düşük
ÖDEMİŞ,,38.355109066084,3524-008-01,998,BAYIRLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,28.034136081532,MAH. MEYDANI - BAYIRLI MAH. BOĞAZ KÜMEEVLER,246.4658259028146,Çok Yüksek
KARABURUN,,38.654130056365,3515-014-01,1000,SARPINCIK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.402799349558,SARPINCIK KÜMEEVLER,25984.661480206,Güvenli
KARABURUN,,38.611797375704,3515-011-01,1000,PARLAK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.395201331565,PARLAK TARLAİÇİ,23096.144867226507,Güvenli
KARABURUN,,38.506188770674,3515-010-01,1000,MORDOĞAN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.621281910978,İNÖNÜ CAD.,3375.303395072491,Düşük
BERGAMA,,39.249871429363,3505-007-01,999,AŞAĞIBEY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.966193634597,ABDULGANİ SOKAK,4370.871676577366,Düşük
BERGAMA,,39.113499162927,3505-003-01,999,ALACALAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.092075456139,ALACALAR MAH. MUHTARLIĞI BİNASI ÖNÜ - KÖY İÇİ YOLU,4065.1483750862944,Düşük
BERGAMA,,39.308939870984,3505-002-01,999,AKÇENGER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.293278243058,AKÇENGER SOKAK,4737.505435779913,Düşük
BERGAMA,,38.950875586248,3505-115-01,999,TAVUKÇUKURU,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.265604796877,TAVUKÇUKURU MERKEZ SOKAK,13219.751152315297,Güvenli
BERGAMA,,39.07816114876,3505-112-01,999,SİNDEL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.199696713654,SİNDEL SOKAK,1027.6251490745342,Düşük
BERGAMA,,39.31879299473,3505-108-01,999,SARICAOĞLU,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.375934256388,SARICAOĞLU SOKAK,8488.216944364198,Güvenli
BERGAMA,,39.098776676579,3505-103-01,999,PINARKÖY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.053095183404,PINARKÖY İLKOKULU BAHÇESİ - TEPE SOKAK,1936.4054329403523,Düşük
BERGAMA,,38.94115344353,3505-101-01,999,ÖRLEMİŞ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.117049387559,ÖRLEMİŞ SOKAK,7707.6697847832775,Güvenli
BERGAMA,,39.285887659428,3505-096-01,999,OKÇULAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.966223265327,OKÇULAR SOKAK,4669.744108479587,Düşük
BERGAMA,,39.269001254267,3505-094-01,999,MURATLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.450276985164,MURATLAR SOKAK,6248.323563282494,Güvenli
BERGAMA,,39.010255417807,3505-093-01,999,MARUFLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.212419298378,MARUFLAR SOKAK,8326.425419318204,Güvenli
BERGAMA,,39.018063098911,3505-089-01,999,KURFALLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.072434232374,İZMİR-ÇANAKKALE YOLU CAD. VE KURFALLI SOKAK KESİŞİMİ,1057.3987642309207,Düşük
TORBALI,,38.250914212186,3528-054-01,9,TÜRKMENKÖY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.2624326011,İZMİR-AYDIN KARAYOLU,2325.097507132093,Düşük
TİRE,,38.090218868866,3527-001-01,997,4 EYLÜL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.725662948494,GÜL PARKI - ORUÇ REİS CAD.,1702.2906415430252,Düşük
TİRE,,38.05798203896,3527-041-01,997,HASANÇAVUŞLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.523780133632,HASANÇAVUŞLAR MAH. MEYDANI - UYSAL KÜMEEVLERİ SOKAK,4489.6622261493285,Düşük
TİRE,,38.102730135128,3527-044-01,997,IŞIKLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.543810900068,IŞIKLAR MAH. MEYDANI - KİREMİTÇİ KÜMEEVLERİ,2296.6110227478343,Düşük
TİRE,,38.125373791303,3527-053-01,997,KARATEKE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.677968036914,İBRAHİM ÖZTÜRK SOKAK,303.1858167048558,Yüksek
TORBALI,,38.239664492722,3528-031-01,9,GAZİ MUSTAFA KEMAL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.390556753877,MUSTAFA KEMAL ATATÜRK CADDESİ İLKOKUL,3318.317765188038,Düşük
TORBALI,,38.239980118969,3528-024-01,9,GAZİ MUSTAFA KEMAL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.390373073862,İLKÖĞRETİM OKULU BAHÇESİ - MUSTAFA KEMAL ATATÜRK CAD.,3340.254347582482,Düşük
BORNOVA,,38.532869443417,3507-003-01,2,BEŞYOL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.291619400751,BEŞYOL MAH. PARKI - BEŞYOL MAH. MEYDANI,4260.584696829268,Düşük
BORNOVA,,38.4851919327,3507-001-01,2,ATATÜRK,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.199915524271,954 SOKAK VE 956 SOKAK KESİŞİMİ,7105.988542935048,Güvenli
BAYINDIR,,38.224242723446,3504-025-02,7,HATAY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.636812766612,EMİR ÇEŞME,3653.070639641047,Düşük
BERGAMA,,39.301206791666,3505-082-01,999,KIRANLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.15809732188,KIRANLI SOKAK,2747.400242761321,Düşük
BERGAMA,,39.114707735522,3505-122-01,999,İNKILAP,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.182797531009,VAKIF ZEYTİNLİĞİ - ADNAN MENDERES BULVARI VE KAYHAN CAD. KESİŞİMİ,2795.6849567479053,Düşük
BERGAMA,,39.113420652304,3505-046-01,999,İNKILAP,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.182795365295,VAKIF ZEYTİNLİĞİ - ADNAN MENDERES BULV.VE KAYHAN CAD. KESİŞİMİ,2791.727935671861,Düşük
BERGAMA,,39.344248546884,3505-057-01,999,GÜNEŞLİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.125902399571,TEKKEKÖY SOKAK,3588.1839915166565,Düşük
BORNOVA,,38.465558053845,3507-013-01,2,ERZENE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.219078461825,BORNOVA KENT MEYDANI - FEVZİ ÇAKMAK CAD. VE KAZIM KARABEKİR CAD. KESİŞİMİ,4967.514218331729,Düşük
BORNOVA,,38.500069740246,3507-011-01,2,EĞRİDERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.216968820539,EĞRİDERE MAH. MEYDANI,8745.271833672949,Güvenli
BORNOVA,,38.439563152624,3507-007-01,2,ÇINAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.184600676245,YILDIRIM BEYAZIT CAD. VE 5006 SOKAK KESİŞİMİ,2895.1277025857835,Düşük
BORNOVA,,38.515713798342,3507-005-01,2,ÇAMİÇİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.221481365845,ÇAMİÇİ MAH. MEYDANI,8873.716986136953,Güvenli
BORNOVA,,38.436128162246,3507-002-01,2,BARBAROS,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.196757921217,ÇAMDİBİ ATATÜRK PARKI - 5331 SOKAK VE 5332 SOKAK KESİŞİMİ,1920.8723120129446,Düşük
KARŞIYAKA,,38.518359109201,3516-021-01,20,SANCAKLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.152707538218,SANCAKLI,7228.8828058456575,Güvenli
TORBALI,,38.095818417589,3528-039-01,9,NAİME,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.434880659977,405 SOKAK,546.7156253299909,Orta
URLA,,38.320129328092,3529-020-01,18,NAİPLİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.76913996166,SARGIN SOKAK,1602.113034128895,Düşük
TORBALI,,38.249462973043,3528-041-01,9,ORMANKÖY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.456393500772,6330  SOKAK,8415.450401965636,Güvenli
URLA,,38.275884532479,3529-003-01,18,BADEMLER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.831415869311,BADEMLER CAD. VE 15013 SOKAK KESİŞİMİ,5006.647468226526,Güvenli
ÖDEMİŞ,,38.229676250295,3524-085-01,998,TÜRKMEN,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.96367902134,DİKMEN CAD.,817.9470184371118,Orta
KINIK,,39.032391117227,3518-036-01,996,YAYLAKÖY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.513562897456,HALI SAHA ALANI - UYGAR SOKAK,270.7245289009032,Yüksek
TİRE,,38.132497040441,3527-066-01,997,MAHMUTLAR,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.627020593542,CAMİ SOKAK,909.6546840327563,Orta
BAYINDIR,,38.248212547239,3504-010-01,7,ÇAMLIBEL,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.583996993255,KÖY MEYDANI,4844.779602902693,Düşük
DİKİLİ,,39.062114183219,3511-025-01,995,SALİMBEY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.886890521703,CUMHURİYET İ.Ö. OKULU BAHÇESİ - 116 SOKAK,2424.2294823449483,Düşük
DİKİLİ,,39.182001608704,3511-024-01,995,SALİHLER,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.849698404094,DÜĞÜN SALONU VE ÇEVRESİ - VATAN CAD.,1530.692442553467,Düşük
DİKİLİ,,39.169477294815,3511-017-01,995,KIRATLI,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.856507264307,ATATÜRK MEYDANI -CAMİ ÖNÜ - CUMHURİYET CAD. VE KIRATLI 2 SOKAK KESİŞİMİ,1729.2558197847911,Düşük
DİKİLİ,,39.129347810574,3511-015-01,995,KABAKUM,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.890663239738,ATATÜRK MEYDANI - CAMİ VE ÇEVRESİ,1935.444552344091,Düşük
KARŞIYAKA,,38.467942316018,3516-003-01,20,ATAKENT,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.085942832416,HASAN ALİ YÜCEL,1042.7999034761654,Düşük
ÇEŞME,,38.3597417286,3509-024-01,1001,ÜNİVERSİTE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.309634474436,4261 SOKAK VE 4261/1 SOKAK KESİŞİMİ,9695.749385245308,Güvenli
ÇEŞME,,38.317638962166,3509-023-01,1001,ŞİFNE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.402681200887,6459 SOKAK,4385.975074059658,Düşük
ÇEŞME,,38.327603861301,3509-021-01,1001,SAKARYA,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.310529532787,3104 SOKAK,6152.579781272131,Güvenli
TİRE,,38.058734594825,3527-035-01,997,EĞRİDERE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.899561379087,OKUL BAHÇESİ - UĞUR SOKAK,4767.284808920924,Düşük
TİRE,,38.017363161947,3527-062-01,997,KÜÇÜKKALE,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.526665933613,KÜÇÜKKALE MAH. MEYDANI - ŞEYTAN DERESİ SOKAK,6412.890469874969,Güvenli
URLA,,38.304134913233,3529-006-01,18,BİRGİ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.55550465313,KÖY İÇİ CAD. VE ÇİMEN SOKAK ARASI,4576.600314904546,Düşük
SEFERİHİSAR,,38.246749107816,3525-021-01,12,ULAMIŞ,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.837250188362,1420/1,3404.3280188771278,Düşük
URLA,,38.371853817245,3529-008-01,18,ÇAMLIÇAY,,1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.855465772425,5222 SOKAK,6110.33217046713,Güvenli
BAYRAKLI,,38.475501900663,3530-021-10,11,SOĞUKKUYU,,10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.121165932172,1844/12,2736.4470539569215,Düşük
KARŞIYAKA,,38.458098367765,3516-007-10,20,BOSTANLI,,10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.091847337223,2020,426.56381501763667,Yüksek
KARŞIYAKA,,38.470553336036,3516-025-10,20,YALI,,10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.08950370394,6482,1090.024981756216,Düşük
NARLIDERE,,38.393576997107,3523-006-10,5,HUZUR,,10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.991606246521,AÇELYAM,3704.618717826402,Düşük
GÜZELBAHÇE,,38.3608648102,3514-004-10,1,KAHRAMANDERE,,10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.88399072863,ŞEHİT KEMAL,8194.6754236897,Güvenli
BAYRAKLI,,38.463231040499,3530-013-10,11,MANAVKUYU,,10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.194375588836,FATİH SULTAN MEHMET,4791.565830966784,Düşük
ÇEŞME,,38.319872548833,3509-018-10,1001,MUSALLA,,10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.305174533348,1025,5418.394289927902,Güvenli
GÜZELBAHÇE,,38.372841555447,3514-011-10,1,YALI,,10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.87725638564,346,7929.628997021288,Güvenli
ÇEŞME,,38.299556991918,3509-002-10,1001,ALAÇATI,,10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,26.377141969998,16087,4367.104081472694,Düşük
BAYRAKLI,,38.45096009131,3530-014-10,11,MANSUROĞLU,,10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI,27.181999671003,İSLAM KERİMOV,4005.8275271537977,Düşük
