ILCE;KAPINO;ENLEM;ACIKLAMA;ILCEID;MAHALLE;MAHALLEID;ADI;BOYLAM;YOL
ÖDEMİŞ;;38.224650102109;3524-043-01;998;IŞIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.884853224602;IŞIKLAR
GAZİEMİR;;38.339383629497;3513-004-01;15;BEYAZEVLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.144176046503;541
ÇİĞLİ;;38.49445474501;3510-020-01;16;KÖYİÇİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.065655175175;DERE
BORNOVA;;38.499091949083;3507-008-01;2;ÇİÇEKLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.28446008095;ÇİÇEKLİ
ÖDEMİŞ;;38.297378539526;3524-055-01;998;KIZILCA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.844328623472;KIZILCA
BERGAMA;;39.376322411319;3505-132-01;999;YUKARIADA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.344329617853;YUKARIADA
ALİAĞA;;38.79176113202;3502-027-01;3;YENİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.976948096415;572
BUCA;;38.356529633311;3508-001-01;8;29 EKİM;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.234133568416;ATATÜRK
BAYINDIR;;38.1920128113;3504-004-01;7;CUMHURİYET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.553697232662;AYŞE HANIM
GAZİEMİR;;38.293914896852;3513-002-01;15;ATATÜRK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.174134973621;1045/1
MENEMEN;;38.544871454142;3522-001-01;17;29 EKİM;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.036130235545;7.
ÇİĞLİ;;38.537681066133;3510-008-01;16;CUMHURİYET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.052818325588;NAZMİ KAHYA
BORNOVA;;38.429765223832;3507-042-01;2;YEŞİLOVA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.204819592929;4178/1
BUCA;;38.401970646531;3508-036-01;8;MURATHAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.196288107018;TÜRKMENİSTAN
BUCA;;38.39176928001;3508-021-01;8;GAZİLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.181407362151;1084
MENEMEN;;38.65632370188;3522-036-01;17;İĞNEDERE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.159446467222;İĞNEDERE
FOÇA;;38.69570948591;3512-011-01;4;KOCA MEHMETLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.854199869761;ŞEHİT ER VELİ YILMAZ
ÇİĞLİ;;38.511381495591;3510-007-01;16;BALATÇIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.039316167411;8788
KARABAĞLAR;;38.397781276609;3531-012-01;19;BASIN SİTESİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.096796185679;175
GAZİEMİR;;38.329368668458;3513-009-01;15;GAZİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.131995124934;28/27
BAYINDIR;;38.20124486962;3504-053-01;7;YAKACIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.701159739374;ŞİRİNKIR
MENDERES;;38.182171413124;3521-044-01;13;ŞAŞAL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.108396490997;7910
BORNOVA;;38.429298297137;3507-018-01;2;GÜRPINAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.273339252155;7058
GÜZELBAHÇE;;38.341014884104;3514-007-01;1;MUSTAFA KEMAL PAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.870903011778;ŞEHİT İLHAMİ YILMAZ
ÖDEMİŞ;;38.218346339183;3524-032-01;998;EMMİOĞLU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.966037390407;SANAYİ SİTESİ ŞEREF USTA
MENDERES;;38.091398388559;3521-005-01;13;ATAKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.167087355185;MUSTAFA KEMAL
TORBALI;;38.212212523114;3528-042-01;9;ORTAKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.368898129279;PHİLSA
MENEMEN;;38.649339756034;3522-030-01;17;GÖRECE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.164953768927;910
KİRAZ;;38.240637200114;3519-006-01;994;AYDOĞDU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.251580725772;AYDOĞDU
MENEMEN;;38.649640980497;3522-021-01;17;DOĞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.091703984091;600
MENEMEN;;38.614324178937;3522-061-01;17;YAHŞELLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.112037739481;MANİSA ASFALTI
KARŞIYAKA;;38.46768586264;3516-025-01;20;YALI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.095307392884;6415/1
BERGAMA;;39.239480915594;3505-124-01;999;ÜÇTEPE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.246806426463;ÜÇTEPE
TORBALI;;38.166312687677;3528-029-01;9;KAPLANCIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.294098580035;6304
ÇİĞLİ;;38.510790137543;3510-011-01;16;ESENTEPE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.050671100147;8809
ÇİĞLİ;;38.508528671453;3510-018-01;16;İZKENT;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.064710155336;8831
BERGAMA;;39.27021213755;3505-008-01;999;AŞAĞICUMA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.011401998523;AŞAĞICUMA
ÇİĞLİ;;38.487873619543;3510-004-01;16;ATAŞEHİR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.053210269256;8229/1
BORNOVA;;38.458749139546;3507-034-01;2;NALDÖKEN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.267646232085;1236
TİRE;;38.124830111468;3527-083-01;997;YEĞENLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.925431133249;MİNARE
MENDERES;;38.242988044045;3521-039-01;13;OĞLANANASI ATATÜRK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.214870548883;İKİNCİ İNÖNÜ ZAFERİ
BERGAMA;;38.932953032905;3505-070-01;999;İSMAİLLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.213667848271;İSMAİLLİ
KARABAĞLAR;;38.4032994018;3531-009-01;19;BAHÇELİEVLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.117364915276;GAZETECİ HASAN TAHSİN
TİRE;;38.095034063083;3527-002-01;997;ADNAN MENDERES;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.744387569914;FAİK TOKLUOĞLU
KONAK;;38.415036802514;3520-108-01;21;AKARCALI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.154745088906;1109
TORBALI;;38.285312152009;3528-012-01;9;ÇAKIRBEYLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.379497958055;İSTİKLAL
KARŞIYAKA;;38.466338706046;3516-013-01;20;GONCALAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.107868942942;6044
MENDERES;;38.069190159298;3521-027-01;13;GÜMÜLDÜR FEVZİ ÇAKMAK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.01616624574;GAZİ MUSTAFA KEMAL PAŞA
SELÇUK;;38.012523259483;3526-004-01;10;BARUTÇU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.326711853474;BARUTÇU ATATÜRK
SEFERİHİSAR;;38.076763520327;3525-016-01;12;PAYAMLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.927391509671;KOCA YUSUF
KONAK;;38.422973526155;3520-006-01;21;AKDENİZ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.134893365943;NECATİBEY
KINIK;;39.016939176335;3518-011-01;996;ÇANKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.435980657419;SERİN KUYU
BERGAMA;;39.267086381461;3505-017-01;999;AYVATLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.981822118709;AYVATALAR
BERGAMA;;39.324255301947;3505-059-01;999;HACILAR (DEREKÖY BUCAĞI);;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.270022603218;HACILAR (DEREKÖY BUCAĞI)
BERGAMA;;39.242767998144;3505-088-01;999;KOZLUCA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.428449924113;KOZLUCA MERKEZ
ALİAĞA;;38.890417818011;3502-030-01;3;YÜKSEKKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.148297086821;28/11
BERGAMA;;39.055216034083;3505-006-01;999;ARMAĞANLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.185633619989;ARMAĞANLAR
MENDERES;;38.264759870522;3521-021-01;13;GAZİPAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.141280929323;19 MAYIS
BAYINDIR;;38.200488792283;3504-019-01;7;ELİFLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.579773088718;ELİFLİ
BORNOVA;;38.427752225931;3507-004-01;2;BİRLİK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.1969606349;4263
MENDERES;;37.993921537853;3521-001-01;13;AHMETBEYLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.235444157797;4116
BEYDAĞ;;38.06395615331;3506-020-01;993;TABAKLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.228157783713;TABAKLAR
FOÇA;;38.690109566673;3512-016-01;4;YENİKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.901999644488;YENİKÖY KÖYÜ KÜME EVLER
TİRE;;38.178908137101;3527-031-01;997;DOYRANLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.822891907262;DOYRANLI FATİH
MENDERES;;38.261114022548;3521-032-01;13;KASIMPAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.130079248738;ATATÜRK
BALÇOVA;;38.385444299867;3503-004-01;14;FEVZİ ÇAKMAK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.058426397672;ATA
BAYINDIR;;38.301469245923;3504-046-01;7;OSMANLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.55899803455;KESTANELİK
URLA;;38.328934624378;3529-024-01;18;RÜSTEM;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.761979752693;ERDOĞAN KER
MENDERES;;38.249382135855;3521-003-01;13;ALTINTEPE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.140870629559;9504
KONAK;;38.408075575969;3520-099-01;21;ULUBATLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.169566509841;ADALET
DİKİLİ;;39.076141615177;3511-014-01;995;İSMETPAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.893753992812;101
KINIK;;39.087527613211;3518-037-01;996;YENİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.379732862134;ŞEHİT HALİL BALYA
TORBALI;;38.266612238848;3528-047-01;9;SAİPLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.368998040631;SAİPLER
MENEMEN;;38.625846168941;3522-046-01;17;KIR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.159115487984;9 EYLÜL KURTULUŞ
KARABURUN;;38.664281150902;3515-004-01;1000;HASSEKİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.415429093542;HASSEKİ
MENEMEN;;38.561506305399;3522-002-01;17;30 AĞUSTOS;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.04691346632;7109
BERGAMA;;39.290778372928;3505-058-01;999;HACIHAMZALAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.045710023178;HACIHAMZALAR
ÖDEMİŞ;;38.217528932739;3524-034-01;998;GERÇEKLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.065936610721;GERÇEKLİ
MENEMEN;;38.577000974574;3522-044-01;17;KEMAL ATATÜRK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.070666147728;7509/2
BORNOVA;;38.517038809362;3507-024-01;2;KAYADİBİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.238386279887;KAYADİBİ
KEMALPAŞA;;38.411486392433;3517-027-01;6;BAĞYURDU KEMAL ATATÜRK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.622290087235;SAMİ ÖREN
BERGAMA;;39.288070175979;3505-004-01;999;ALHATLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.384681399026;ALHATLI MERKEZ
KINIK;;39.045261373528;3518-008-01;996;BÜYÜKOBA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.466225284581;KUŞKAYA
KEMALPAŞA;;38.433829682488;3517-018-01;6;GÖKÇEYURT;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.684835203601;GÖKÇEYURT KÖY YOLU
KONAK;;38.416560010061;3520-061-01;21;KONAK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.127102541969;HALİL RIFATPAŞA
KİRAZ;;38.168351543537;3519-028-01;994;KARAMAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.213436008827;KARAMAN
KINIK;;39.060866252304;3518-006-01;996;BAĞALAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.422864213502;ÜÇARMUT
ÖDEMİŞ;;38.313598503266;3524-074-01;998;OVACIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.052783368274;OVACIK
MENEMEN;;38.611121145653;3522-015-01;17;CAMİİKEBİR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.065276976757;ZİYA GÖKALP
GAZİEMİR;;38.35794851743;3513-007-01;15;EMREZ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.129505089067;196
KARABAĞLAR;;38.392073342619;3531-024-01;19;GENERAL ASIM GÜNDÜZ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.131752019784;5701
BERGAMA;;38.995250848277;3505-014-01;999;AVUNDUK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.209048410227;AVUNDUK
BERGAMA;;39.221829506608;3505-100-01;999;ÖRENLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.267890749884;ÖRENLİ
ÇİĞLİ;;38.494238757946;3510-022-01;16;MALTEPE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.077391116964;6840
BUCA;;38.388036384392;3508-003-01;8;AKINCILAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.151328929942;KOŞU YOLU
BORNOVA;;38.473245050509;3507-014-01;2;EVKA 3;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.254406272851;127/9
URLA;;38.34309096564;3529-016-01;18;KADIOVACIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.552300008808;KEMAL TUĞRUL
NARLIDERE;;38.382942237133;3523-001-01;5;ATATÜRK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.016310505276;GÖKKUŞAĞI
GÜZELBAHÇE;;38.367537198566;3514-003-01;1;ÇELEBİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.876940336771;490
BUCA;;38.381367428924;3508-043-01;8;YENİGÜN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.160737893154;271
ALİAĞA;;38.700923654906;3502-021-01;3;MİMAR SİNAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.034773971087;2619
BAYRAKLI;;38.479194946827;3530-020-01;11;R.ŞEVKET İNCE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.18312261793;2148/3
NARLIDERE;;38.381005119885;3523-008-01;5;LİMANREİS;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.924837159057;MADALYON
BAYRAKLI;;38.496214816537;3530-024-01;11;DOĞANÇAY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.142998788341;7355/2
ÖDEMİŞ;;38.230364003478;3524-010-01;998;BENGİSU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.970202102967;MALAZGİRT SOKAK OKUL ALANI
FOÇA;;38.738809249453;3512-014-01;4;MUSTAFA KEMAL ATATÜRK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.837999871833;İZMİR
ÇEŞME;;38.335583705101;3509-025-01;1001;YALI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.43245608524;6267
TORBALI;;38.145199679837;3528-049-01;9;ŞEHİTLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.404150361312;7521
BORNOVA;;38.45029823097;3507-023-01;2;KAVAKLIDERE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.314924010314;KAVAKLIDERE
BORNOVA;;38.438498184825;3507-021-01;2;KARACAOĞLAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.210174551557;6241
MENEMEN;;38.607463173168;3522-042-01;17;KASIMPAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.073767940846;ALTUĞ KARABURUN
BORNOVA;;38.464095054085;3507-012-01;2;ERGENE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.211443501967;MUSTAFA KEMAL
BORNOVA;;38.425156276982;3507-010-01;2;EGEMENLİK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.232878460627;6093
FOÇA;;38.733380582281;3512-002-01;4;CUMHURİYET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.897147690261;NENE HATUN
BORNOVA;;38.45084516596;3507-009-01;2;DOĞANLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.254083311877;1432
BORNOVA;;38.413551291262;3507-006-01;2;ÇAMKULE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.188437701091;4720
MENEMEN;;38.616399040755;3522-045-01;17;KESİK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.992777325137;ÜMİT
FOÇA;;38.68570656483;3512-007-01;4;ILIPINAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.918800269678;ILIPINAR KÖYÜ KÜME EVLER
MENEMEN;;38.606978337979;3522-025-01;17;GAYBİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.066134489987;İZMİR
MENDERES;;38.222174148723;3521-047-01;13;YENİKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.056363685893;7969
GÜZELBAHÇE;;38.36170017593;3514-010-01;1;YAKA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.894548106941;616
ÖDEMİŞ;;38.339286417033;3524-015-01;998;BOZDAĞ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.074635617596;ÜÇLER SOKAK
KİRAZ;;38.229692398767;3519-035-01;994;ÖREN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.417720964469;İLKOKUL BAHÇESİ - ÖREN SOKAK
KİRAZ;;38.229055218667;3519-053-01;994;YENİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.203207972572;27
ÖDEMİŞ;;38.232819833548;3524-068-01;998;MİMAR SİNAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.965697260333;KIRNAPÇI PARKI - MEHMET AKİF SOKAK
ÖDEMİŞ;;38.118901844254;3524-014-01;998;BOZCAYAKA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.975409663059;OKUL BAHÇESİ - BOZCAYAKA MAH. KÜMEEVLER
ÖDEMİŞ;;38.148753507875;3524-002-01;998;ALAŞARLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.151412996076;OKUL BAHÇESİ - ALAŞARLI MAH. KÜMEEVLER
ÖDEMİŞ;;38.140183141414;3524-056-01;998;KIZILCAAVLU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.151186643083;OKUL BAHÇESİ - KIZILCAAVLU SOKAK
ÖDEMİŞ;;38.17792507485;3524-060-01;998;KURUCUOVA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.087698532345;OKUL BAHÇESİ - KURUCUOVA MAH. KÜMEEVLER
ÖDEMİŞ;;38.272100843755;3524-036-01;998;GÖLCÜK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.005079538966;ZEYTİNLİK MEVKİİ, BARIŞ CAD.
TİRE;;38.087965091124;3527-023-01;997;ÇOBANKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.890794495044;ÇOBAN MERKEZ KÜMEEVLERİ
ÖDEMİŞ;;38.135308785567;3524-066-01;998;MESCİTLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.07418334537;OKUL BAHÇESİ - MESCİTLİ MAH. KÜMEEVLER
KİRAZ;;38.147520844152;3519-047-01;994;TUMBULLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.438438979248;TUMBULLAR
KARŞIYAKA;;38.473636690989;3516-017-01;20;MAVİŞEHİR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.073713938361;HANRİ BENAZUS
GÜZELBAHÇE;;38.338268528973;3514-012-01;1;YELKİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.867313983672;MAREŞAL FEVZİ ÇAKMAK
NARLIDERE;;38.395459054818;3523-011-01;5;YENİKALE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.006413472141;TAYLAN
KEMALPAŞA;;38.428147554391;3517-047-01;6;YEŞİLYURT;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.675193385057;YEŞİLYURT MAH. MUHTARLIĞI ÖNÜ -KÖY İÇİ YOLU
KARABAĞLAR;;38.381863026485;3531-003-01;19;ALİ FUAT CEBESOY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.110892800627;HALİL İBRAHİM TEK PARKI - 9125/24 SOKAK
ÖDEMİŞ;;38.232902453885;3524-062-01;998;KUVVETLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.962824841409;ÖRNEK
ÖDEMİŞ;;38.37718628886;3524-041-01;998;HORZUM;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.899242417081;OKUL BAHÇESİ - GÜNEY SOKAK
KINIK;;39.066647352039;3518-022-01;996;KARATEKELİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.298632646005;ESKİ OKUL BAHÇESİ - AŞAĞI KÜMEEVLER
ÖDEMİŞ;;38.215977069427;3524-027-01;998;DEMİRCİLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.905273532088;OKUL BAHÇESİ - DEMİRCİLİ SOKAK
KİRAZ;;38.190602469667;3519-054-01;994;YENİKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.261552748105;İLKOKUL BAHÇESİ - YENİKÖY SOKAK
KINIK;;39.03521696956;3518-012-01;996;ÇİFTLİKKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.274513353725;ESKİ OKUL BAHÇESİ - MUSTAFA KEMAL KÜMEEVLER
KİRAZ;;38.254151066032;3519-038-01;994;KARABAĞ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.177619059877;KÖY KONAĞI BAHÇESİ - SAÇLI SOKAK
KİRAZ;;38.262317037034;3519-051-01;994;VELİLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.193746971666;ULUVELİLER KÜMEEVLER İLKOKUL BAHÇESİ - ULUVELİLER SOKAK
MENEMEN;;38.614147986085;3522-048-01;17;MERMERLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.067332082869;1402
KARŞIYAKA;;38.493270859324;3516-027-01;20;ZÜBEYDE HANIM;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.11259622112;7400/8
BORNOVA;;38.425303245758;3507-045-01;2;ZAFER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.203746605907;KEMALPAŞA CAD. VE YENER CAD. KESİŞİMİ (ŞEHİTLER ORTAOKULU)
BORNOVA;;38.437963164209;3507-043-01;2;YILDIRIM BEYAZIT;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.18823066158;BURAK REİS CAD. VE 5137 SK. KESİŞİMİ (SIDIKA RODOP LİSESİ)
BORNOVA;;38.546938694077;3507-036-01;2;SARNIÇ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.275449046646;FİLİZ SK
BORNOVA;;38.441971148348;3507-035-01;2;RAFETPAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.192862631532;5058/2 SK. VE 5058/7 SK. KESİŞİMİ
NARLIDERE;;38.394062506977;3523-007-01;5;ILICA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.018739502778;GAZETECİ FEVZİ YILMAZ
KEMALPAŞA;;38.440632280718;3517-036-01;6;SARIÇALI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.695048978509;SARIÇALI MAH. MEYDANI - SARIÇALI MAH. KÜMEEVLER
KEMALPAŞA;;38.518348021758;3517-009-01;6;BEŞPINAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.454012209617;BEŞPINAR MAH. KÜMEEVLER MEYDANI
BAYRAKLI;;38.476979372216;3530-005-01;11;CENGİZHAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.167423453694;1620/39
BERGAMA;;39.187837532392;3505-135-01;999;YUKARIKIRIKLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.235299218824;YUKARIKIRIKLAR SOKAK
KEMALPAŞA;;38.405510740496;3517-023-01;6;ARMUTLU HÜRRİYET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.53662932222;UÇAK SOKAK
KEMALPAŞA;;38.439859451301;3517-020-01;6;HALİLBEYLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.666862195677;MUSTAFA KEMAL ATATÜRK CAD.
KEMALPAŞA;;38.409269072598;3517-017-01;6;ÖREN EGEMEN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.597507647001;GAZİ MUSTAFA KEMAL CAD. VE ESKİ OKUL SOKAK KESİŞİMİ
